thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Fenchuganj	111	301	412	382	794	32	13	8	6	47	0	0	0	0	15	3	3	2	0	0	0	1	2	0	2	0	0	0	20	11	123	110	77	83	105	0	0	0	0	2	43	0	3	0	0	132	131	130	116	168	107	111	98	0	0	5	3	3	6	1	0	27	34	52	136	733	62	0	3	1	3
Gowainghat	727	1421	2148	2165	4313	818	646	520	355	5	335	215	0	213	227	50	145	241	221	50	145	231	2	572	2	15	0	5	27	11	608	532	566	541	613	56	451	0	0	107	372	12	113	209	207	697	705	665	681	745	852	887	568	0	0	18	12	3	15	0	2	64	81	29	251	2480	41	0	8	9	36
Jakiganj	155	515	670	687	1357	220	198	216	185	97	23	26	0	35	45	29	45	82	36	26	57	65	6	16	6	3	0	3	117	66	385	375	358	324	328	14	8	2	9	75	363	4	13	56	66	315	381	388	385	292	353	289	166	1	1	0	2	1	3	0	0	60	63	43	571	2231	49	0	22	8	14
Jaintapur	432	887	1319	1098	2417	634	509	416	318	36	210	78	0	78	105	150	192	311	106	150	192	313	1	118	1	60	0	6	27	17	15	16	13	14	15	16	74	0	3	17	132	66	37	78	73	8	10	12	10	10	9	9	454	2	0	1	6	3	9	1	3	33	46	64	283	1538	96	0	15	5	26
Balaganj	274	689	963	963	1926	457	332	310	261	162	9	26	0	31	101	51	69	121	99	47	51	108	20	22	20	21	0	18	146	46	391	365	370	328	328	20	190	5	0	198	412	111	287	29	24	460	468	474	446	456	481	392	315	8	0	0	0	0	0	0	0	59	59	46	1467	4301	97	0	13	7	39
Golapganj	246	622	868	954	1822	233	266	210	131	110	1	16	45	40	35	18	48	99	38	17	32	50	4	17	4	7	0	3	139	25	399	367	369	349	281	4	16	46	15	97	226	17	186	20	24	471	454	451	449	458	390	418	182	0	0	0	0	1	1	0	7	69	77	165	495	2191	111	0	4	7	39
Sylhet Sadar	431	1805	2236	1012	3248	2462	1553	1754	1455	128	54	212	309	62	617	525	660	928	508	650	655	878	34	226	34	68	0	4	81	35	586	617	538	457	380	75	493	323	76	983	1197	744	4179	377	524	1166	1421	1511	922	962	1172	1258	380	0	0	0	0	0	0	0	0	34	34	97	4346	27915	105	0	0	3	55
Biani Bazar	147	501	648	367	1015	267	237	203	127	33	2	36	29	5	31	59	55	66	26	54	41	37	1	34	1	3	0	0	12	8	230	242	236	221	203	0	47	5	0	112	179	25	10	0	0	219	235	253	238	257	232	227	144	0	0	0	0	0	0	0	1	43	44	10	309	1832	16	0	12	13	9
Kanaighat	197	913	1110	1042	2152	322	264	235	258	118	16	42	0	53	112	136	167	194	105	125	158	199	7	29	7	19	0	13	38	4	456	448	432	425	406	5	49	3	0	63	114	5	102	71	71	452	504	508	476	479	440	449	190	0	0	0	0	0	0	0	0	72	72	30	877	2931	131	0	17	7	33
Biswanath	246	409	655	641	1296	149	165	174	111	121	14	48	51	0	66	70	113	124	69	69	89	121	0	0	0	0	0	0	14	3	260	279	273	266	269	18	58	3	0	0	298	11	35	3	8	300	312	315	294	339	317	311	221	0	0	0	0	3	3	1	0	48	52	67	428	1822	54	0	1	1	19
Companiganj	271	964	1235	911	2146	410	455	334	260	1	206	80	5	0	12	44	147	150	42	44	77	149	0	9	0	0	0	0	3	3	148	140	136	127	97	0	0	0	0	17	86	20	0	31	31	176	169	172	188	172	147	100	291	0	0	1	5	1	6	0	1	13	20	91	84	683	12	0	7	3	7
South Shurma	295	621	916	782	1698	92	58	43	22	100	20	8	5	9	14	11	30	33	15	17	20	37	2	40	2	4	0	0	78	26	302	273	255	275	267	38	44	0	0	59	176	48	116	13	13	315	305	306	314	232	299	299	223	3	7	0	0	0	0	0	0	49	49	57	270	1823	130	2	19	18	42
