thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Durgapur	168	225	393	770	1163	282	199	174	114	11	7	45	75	0	59	47	46	101	46	43	24	49	0	0	0	3	0	0	8	0	84	91	70	76	84	1	57	0	0	19	125	65	11	39	58	145	107	121	138	150	127	139	138	5	2	1	1	0	1	0	0	25	26	51	206	1437	3	0	2	1	21
Poba (Sadar)	257	963	1220	783	2003	262	238	188	131	45	1	96	95	0	60	47	66	43	47	43	44	48	15	2	15	0	0	0	44	17	151	164	186	145	223	3	0	0	0	298	164	27	143	48	0	154	158	157	181	190	160	217	243	0	0	0	0	0	0	3	0	51	54	62	472	1585	84	2	14	6	11
Mohanpur	181	434	615	342	957	202	159	75	101	41	5	64	60	1	8	9	19	34	9	7	21	35	0	8	0	8	0	0	21	10	89	85	111	83	80	14	58	1	0	98	54	0	68	39	10	90	105	132	113	137	112	116	170	0	0	0	0	0	0	0	0	35	35	50	511	3485	173	1	17	6	12
Puthiya	194	449	643	709	1352	131	112	94	70	31	7	52	120	0	11	5	20	52	11	9	16	57	0	1	0	21	2	9	35	19	89	87	88	79	95	0	0	0	0	27	30	0	5	15	0	79	82	106	91	126	103	87	210	0	0	3	2	2	4	0	0	39	43	55	59	487	119	0	33	3	87
Bagmara	397	761	1158	1074	2232	366	292	304	199	71	10	117	129	38	60	56	84	131	62	51	83	98	3	115	3	9	0	0	154	34	223	228	233	199	212	7	85	23	0	164	229	72	134	43	100	201	228	215	213	197	256	206	249	3	1	0	0	0	0	1	0	68	69	79	692	4185	616	0	126	30	93
Charghat	174	435	609	695	1304	131	112	129	53	21	4	85	91	2	60	49	80	49	7	15	23	35	4	2	4	6	0	2	18	7	35	32	24	21	29	2	0	2	0	34	288	15	18	5	6	17	32	34	22	18	29	28	201	2	0	0	2	0	2	1	0	44	47	77	169	1700	101	1	2	4	20
Boalia	460	2518	2978	1575	4553	1545	1734	1740	1593	7	0	165	126	67	388	337	171	259	233	193	158	265	66	119	66	10	0	2	8	0	140	137	128	141	129	5	99	108	15	494	900	336	480	172	153	405	404	364	381	217	384	243	310	0	0	0	0	0	0	0	0	7	7	71	5793	7806	9811	59	14	0	0
Tanore	163	390	553	654	1207	105	81	71	57	49	1	48	40	10	45	50	53	75	44	52	51	72	4	0	4	0	0	0	0	0	0	0	0	0	0	3	92	13	0	0	59	50	119	0	3	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	23	23	42	136	1218	57	0	12	3	14
Godagari	304	1019	1323	784	2107	151	160	161	139	105	29	80	58	0	53	56	86	88	50	50	81	65	16	0	16	0	0	0	33	0	168	173	180	169	157	0	0	0	0	43	35	0	0	53	53	201	197	196	224	229	204	200	231	0	0	0	0	0	0	0	0	59	59	53	0	0	122	0	28	9	32
Bagha	237	573	810	546	1356	169	110	91	56	40	3	43	119	4	8	9	20	52	8	9	16	44	1	4	1	2	0	0	39	2	57	62	177	175	176	0	2	2	1	5	39	0	0	0	3	166	171	171	187	106	151	162	203	0	0	0	0	0	0	0	1	59	60	95	207	774	14	0	0	4	24
