thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mymensingh Sadar	594	2435	3029	2161	5190	987	910	794	945	330	23	254	228	157	382	360	501	649	365	329	488	613	69	146	69	0	0	0	96	14	269	244	230	192	182	23	0	165	34	292	582	272	496	317	186	337	344	397	346	232	300	210	769	0	0	0	0	0	0	0	0	100	100	100	1117	13532	179	0	0	2	91
Trisal	468	1691	2159	2157	4316	155	140	123	72	259	3	92	60	0	9	13	66	137	9	21	65	128	0	9	0	19	0	6	14	3	33	29	30	24	28	11	26	3	0	79	286	49	81	2	2	47	47	43	35	46	35	45	500	0	2	1	0	0	0	2	0	77	79	147	1030	4574	101	0	9	13	77
Fulbaria	428	1142	1570	1773	3343	174	170	132	115	0	0	28	0	28	32	51	84	149	25	51	70	74	12	49	12	26	0	5	30	4	0	0	0	0	0	6	0	7	3	326	198	63	80	22	25	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	826	3795	114	0	15	8	76
Bhaluka	269	924	1193	1340	2533	299	303	280	166	107	46	52	120	21	31	32	56	172	33	28	55	131	0	71	0	12	0	0	132	29	373	323	346	400	411	21	51	6	0	30	300	7	71	176	14	354	358	339	292	445	220	231	329	2	0	6	0	0	0	0	0	48	48	44	1079	3243	103	0	13	11	40
Muktagacha	415	2028	2443	1363	3806	352	416	299	231	164	29	108	51	1	28	46	90	119	36	49	84	96	0	21	0	11	0	0	45	10	374	350	354	332	272	6	80	0	0	75	149	39	72	76	0	415	512	467	426	356	422	353	375	3	4	0	0	0	0	0	0	73	73	68	736	3476	26	0	4	0	82
Gafargaon	384	1330	1714	1739	3453	300	301	274	230	169	35	111	97	37	71	68	96	122	75	73	94	124	0	48	0	0	0	0	160	37	604	523	505	456	426	27	134	14	0	132	376	49	137	0	0	402	528	521	493	403	371	317	390	0	0	0	0	1	1	0	0	86	87	85	855	4336	67	0	1	9	57
Phulpur	595	1563	2158	1991	4149	238	332	267	240	368	12	111	78	3	48	78	133	163	35	79	107	153	2	84	2	11	0	1	161	35	595	570	519	468	423	41	28	4	0	115	251	97	276	33	30	575	723	678	819	484	540	527	521	0	0	0	0	0	0	0	0	67	67	56	1187	4678	359	15	25	28	68
Gouripur	191	717	908	1041	1949	243	210	200	155	197	3	16	1	5	41	50	50	92	34	39	30	73	2	30	2	4	0	2	14	4	25	46	35	34	21	18	0	9	0	105	191	26	148	25	27	65	99	76	43	54	42	32	222	0	0	0	0	0	0	0	0	28	28	34	243	2566	366	0	10	8	31
Ishwarganj	304	1169	1473	1373	2846	56	69	40	35	183	2	66	28	0	17	17	14	25	10	9	15	16	0	1	0	0	0	0	60	32	185	179	152	146	151	0	0	0	0	16	85	40	3	0	0	154	156	170	169	170	177	152	419	0	2	0	4	1	5	0	1	41	47	91	331	1350	537	0	13	16	45
Nandail	352	1113	1465	1540	3005	189	144	160	111	44	10	8	0	0	52	35	55	55	33	26	31	32	1	3	1	1	0	0	2	0	0	0	0	0	0	8	6	4	0	40	148	2	38	2	2	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	63	63	0	537	3155	0	0	0	0	12
Haluaghat	348	670	1018	1066	2084	94	77	54	21	101	7	6	0	6	14	1	29	38	12	7	14	36	4	3	4	1	0	0	13	1	9	5	7	7	5	8	57	3	0	59	85	0	38	0	6	0	0	0	0	0	0	0	261	3	0	0	0	1	1	1	0	50	52	61	501	2165	161	0	5	6	22
Dhubaura	248	504	752	781	1533	57	70	55	27	155	16	3	0	5	9	12	14	29	9	15	20	31	1	13	1	3	0	2	8	1	192	178	153	131	118	3	0	7	0	17	40	20	19	10	19	143	174	161	140	117	111	111	174	18	0	0	0	0	0	1	0	27	28	41	51	1281	133	0	7	7	19
