thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Sariakandi	179	494	673	384	1057	303	237	168	116	74	11	22	2	12	41	29	44	62	42	29	41	53	2	5	2	0	0	0	26	7	203	166	192	208	166	2	20	0	0	31	313	50	39	31	42	230	261	248	245	287	249	225	131	0	0	0	0	0	0	0	0	40	40	40	415	3789	98	1	9	9	41
Sherpur	355	556	911	1178	2089	269	343	230	295	26	102	32	106	5	48	51	75	136	48	52	75	136	0	71	0	36	0	3	189	116	225	243	242	247	249	22	10	4	0	83	253	42	116	18	21	326	365	347	345	550	360	328	257	0	0	0	0	0	0	0	0	69	69	84	281	2692	357	1	13	5	74
Shibganj	379	1267	1646	527	2173	474	421	379	290	40	92	73	117	29	82	110	67	87	83	110	67	87	0	35	0	6	0	5	171	70	209	176	172	185	191	3	70	0	0	314	382	520	168	0	34	279	217	214	225	203	165	155	322	0	0	0	0	0	0	1	0	97	98	76	1210	6118	376	1	38	0	30
Dhunot	384	558	942	923	1865	260	326	262	158	39	134	43	54	23	47	40	56	118	47	40	56	118	6	449	6	23	0	1	11	7	120	115	116	97	103	27	35	0	0	189	430	34	255	110	326	149	153	163	147	151	167	142	264	0	0	1	3	1	4	1	3	68	76	114	318	3132	182	1	39	8	47
Dupchanchia	149	666	815	353	1168	268	110	62	43	4	21	28	67	37	37	18	43	35	37	18	43	35	0	102	0	0	0	0	61	8	125	133	155	192	147	0	27	0	0	71	145	0	40	100	118	200	193	186	181	213	205	178	120	0	0	0	0	1	1	1	0	35	37	54	245	2100	62	2	13	1	18
Nandigram	145	312	457	456	913	132	72	39	19	1	34	30	57	0	12	2	4	33	13	2	0	0	0	63	0	0	0	0	45	0	112	124	111	102	117	23	106	0	0	104	91	0	0	17	0	122	122	124	117	147	166	160	123	0	1	0	0	1	1	0	0	19	20	35	293	997	140	0	3	4	7
Adamdighi	162	293	455	497	952	257	264	180	128	17	9	2	0	2	11	48	23	74	22	48	22	74	1	10	1	19	0	0	34	8	113	110	103	131	109	0	106	10	0	154	166	106	27	2	2	142	137	159	149	119	180	155	107	0	0	0	0	0	0	0	0	50	50	22	80	1693	111	1	12	1	21
Bogra Sadar	392	692	1084	1091	2175	754	818	589	328	51	23	129	176	61	220	98	88	248	215	98	88	237	1	96	1	27	0	5	147	61	339	317	306	278	279	1	35	206	57	128	282	22	219	213	219	417	411	432	428	711	447	425	379	5	5	3	0	0	0	0	0	70	70	79	392	4912	261	1	8	9	88
Kahaloo	260	323	583	841	1424	516	217	215	170	38	15	42	80	28	7	13	26	52	14	13	22	51	11	48	11	0	0	0	103	38	80	91	107	108	89	18	0	7	1	197	426	194	286	6	6	135	135	133	149	170	156	140	184	0	0	0	0	0	0	0	0	52	52	76	576	2914	121	1	19	6	30
Gabtali	370	737	1107	863	1970	491	503	391	294	128	36	11	0	0	72	65	81	125	74	65	81	126	3	116	3	16	1	0	231	92	201	185	195	233	287	62	46	1	0	823	302	74	153	0	0	282	297	279	302	415	354	210	300	0	0	0	0	0	0	0	1	87	88	86	467	3500	307	5	27	20	68
Sonatola	219	530	749	295	1044	249	191	178	176	62	13	16	0	22	58	44	42	93	58	44	42	89	0	41	0	0	0	0	48	6	326	372	331	309	269	0	84	0	0	37	196	145	96	15	56	366	359	305	317	342	316	290	139	0	0	0	0	0	0	0	0	64	64	28	412	3283	182	1	22	6	83
Shajahanpur	236	490	726	537	1263	252	242	195	156	21	42	44	168	5	37	23	35	55	37	23	35	55	0	80	0	0	0	0	104	35	244	196	218	230	213	5	0	0	0	64	202	0	73	0	11	304	327	349	358	371	373	334	272	0	0	0	1	1	2	0	0	53	55	46	295	3750	79	1	9	7	65
