thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Langadu	40	220	260	0	260	38	60	55	32	26	7	10	0	6	21	17	6	26	17	11	3	6	0	0	0	1	0	1	2	1	179	164	130	102	81	0	0	0	0	11	67	0	5	6	8	116	126	142	126	100	100	120	43	1	0	0	0	0	0	0	0	5	5	5	230	1307	220	0	7	7	8
Kawkhali	66	116	182	122	304	44	46	41	34	31	7	13	6	0	22	17	15	16	22	18	16	18	0	0	0	0	0	0	17	3	64	68	42	43	39	5	6	8	0	8	80	25	13	6	0	52	68	75	65	49	62	60	54	0	0	0	0	0	0	0	0	9	9	6	179	1343	21	0	5	1	14
Rangamati Sadar	63	153	216	49	265	118	109	80	84	29	0	8	7	6	58	33	23	24	53	29	17	16	0	0	0	3	2	2	9	3	89	84	88	71	73	7	0	3	0	730	279	208	11	12	16	71	68	90	95	71	89	63	46	1	0	0	0	0	0	0	0	2	2	5	111	2324	126	0	18	13	29
Baghaichhari	24	112	136	49	185	27	29	26	16	14	1	5	1	0	9	13	9	4	5	8	7	2	0	0	0	0	0	0	14	0	90	89	73	78	68	5	0	0	0	0	16	0	0	2	0	69	69	80	81	81	81	81	11	0	0	0	0	0	0	0	0	10	10	6	108	567	0	0	14	10	14
Barkal	24	104	128	117	245	15	13	4	1	10	1	1	0	1	4	3	6	9	4	2	2	0	0	0	0	1	0	0	3	0	27	21	21	16	13	5	0	0	0	0	18	0	2	0	0	16	16	17	17	16	48	18	7	0	0	0	0	0	0	0	0	6	6	2	45	360	54	0	0	5	9
Naniarchar	29	118	147	121	268	26	46	43	33	19	0	0	0	0	0	9	18	22	0	9	18	16	0	14	0	0	0	0	0	0	58	67	52	36	20	0	0	0	0	5	27	0	0	0	21	18	54	51	39	12	20	20	24	0	1	0	1	0	1	0	0	6	7	18	97	516	135	0	3	4	10
Jurachhari	19	63	82	9	91	8	13	17	16	8	1	4	0	0	5	6	8	5	6	6	8	5	0	0	0	0	0	0	11	0	31	34	23	29	26	0	0	0	0	37	75	0	0	10	10	14	31	28	28	10	20	11	13	0	0	0	0	0	0	0	0	1	1	1	82	645	17	0	2	8	11
Kaptai	36	201	237	0	237	24	34	41	26	20	1	5	5	0	8	15	16	16	12	15	17	17	6	0	6	0	0	0	12	0	75	93	80	66	70	11	0	7	3	13	46	23	10	0	0	59	59	77	73	70	90	71	34	0	0	0	0	1	1	0	0	11	12	10	174	659	40	0	7	5	8
Rajasthali	12	49	61	55	116	13	14	8	5	4	0	3	0	3	3	4	4	12	3	4	3	5	0	5	0	2	0	0	0	0	52	46	39	43	58	0	1	1	0	4	114	53	1	3	3	3	4	3	5	0	0	4	4	0	0	0	0	0	0	0	0	3	3	1	139	645	9	0	0	3	13
Belaichhari	16	16	32	53	85	19	14	19	21	26	0	2	0	0	4	9	7	4	2	10	17	16	0	4	0	0	0	0	15	2	17	16	20	15	14	0	0	0	0	46	56	5	0	0	0	12	20	18	16	10	12	17	28	0	0	0	0	0	0	0	0	11	11	6	61	288	178	0	7	3	15
