thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Bochaganj	123	358	481	452	933	105	117	68	60	47	3	12	6	8	16	28	37	40	15	30	35	36	3	12	3	0	0	0	14	0	104	84	87	81	76	9	53	3	0	159	134	53	86	1	16	76	86	81	80	58	103	58	25	1	0	0	0	0	0	0	0	33	33	21	85	862	40	2	7	3	46
Kaharole	163	328	491	514	1005	154	159	138	124	49	1	50	33	3	14	16	61	113	19	6	57	105	0	0	0	1	0	0	10	8	122	123	139	135	125	4	0	6	0	94	113	73	80	0	3	162	186	207	182	145	190	182	142	0	0	0	1	0	1	0	0	21	22	32	148	902	19	0	7	19	15
Fulbari	138	384	522	307	829	112	112	128	96	62	8	60	47	1	27	37	49	51	21	24	35	49	0	4	0	0	0	0	32	5	64	56	55	58	42	7	0	0	0	38	34	75	9	7	1	64	83	79	79	107	77	82	171	1	1	0	0	0	0	1	0	37	38	4	133	479	209	1	7	6	6
Khanshama	228	410	638	747	1385	69	72	74	59	8	0	108	42	49	27	32	38	32	25	27	34	31	0	21	0	27	0	2	5	3	229	215	211	193	194	0	16	0	0	24	99	60	7	37	50	239	288	263	254	191	280	258	193	0	0	0	0	0	0	1	0	39	40	60	180	951	543	0	8	10	30
Dinajpur Sadar	333	1314	1647	1520	3167	1175	1047	1127	839	103	8	90	189	259	256	145	279	418	256	145	276	382	2	81	2	15	0	8	37	13	305	299	340	259	323	4	0	225	29	293	453	37	506	239	239	452	519	464	398	460	475	409	545	31	7	0	0	0	0	0	0	70	70	79	472	7553	70	0	18	6	72
Hakimpur	108	167	275	247	522	204	201	226	38	33	3	16	23	0	65	68	65	64	5	7	7	13	0	58	0	1	0	0	96	7	69	87	69	60	58	3	0	0	0	120	6	0	1	0	0	35	40	44	38	33	37	45	49	3	0	0	0	0	0	0	0	31	31	12	551	926	185	0	21	2	11
Birganj	340	664	1004	958	1962	351	414	372	253	153	26	66	101	10	43	48	74	188	43	42	73	151	1	13	1	9	0	0	119	56	156	154	179	155	135	3	0	0	0	27	66	2	5	80	19	210	212	198	184	276	162	164	313	2	0	0	3	1	4	0	0	41	45	87	144	787	193	2	9	8	36
Ghoraghat	88	154	242	326	568	60	92	88	62	28	3	36	8	0	19	18	19	47	19	18	19	47	0	34	0	4	0	0	6	0	60	64	55	37	31	0	0	3	0	26	65	0	60	0	75	61	66	74	94	59	68	42	75	0	0	0	0	0	0	0	0	12	12	2	61	308	22	0	6	0	28
Birol	286	982	1268	621	1889	425	361	342	179	115	8	47	68	0	127	69	68	137	130	70	83	157	0	0	0	0	0	0	32	1	150	152	141	129	132	6	5	1	0	39	57	25	117	0	0	207	201	195	207	189	166	220	237	0	0	0	0	0	0	0	0	52	52	56	342	698	109	0	4	10	47
Chirir Bandar	245	550	795	807	1602	397	383	304	280	78	7	155	72	89	134	50	71	115	81	96	61	84	4	50	4	28	0	0	58	23	364	345	400	354	334	5	5	23	0	15	116	16	37	58	87	354	467	458	492	429	426	352	191	7	0	0	1	0	1	0	0	32	33	50	156	651	296	0	8	4	8
Parbatipur	454	1689	2143	766	2909	850	672	611	608	176	32	1218	70	110	142	123	86	140	118	99	107	104	8	8	8	0	0	0	114	9	367	340	333	353	387	28	0	3	2	468	155	252	92	46	55	342	449	471	482	461	529	418	492	6	0	0	3	2	5	1	0	53	59	78	97	480	807	0	15	12	71
Nawabganj	205	315	520	440	960	87	151	130	106	100	0	53	44	0	16	23	53	104	20	24	48	104	0	0	0	0	0	0	71	5	248	260	231	191	198	0	0	0	0	0	0	0	0	0	0	253	276	289	271	268	301	275	162	0	0	0	0	0	0	0	0	39	39	15	0	0	267	2	12	4	34
Birampur	119	335	454	415	869	62	147	120	72	45	1	29	21	6	34	16	25	29	24	15	20	19	0	6	0	6	6	6	0	0	30	30	30	25	21	6	0	16	0	6	59	26	4	4	14	20	28	38	34	16	23	26	93	0	0	0	0	0	0	0	0	34	34	31	225	554	145	0	8	6	25
