thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Fenchuganj	124	245	369	413	782	26	9	7	6	36	8	37	33	0	17	5	4	5	0	0	0	5	0	15	0	0	0	0	30	17	148	134	120	95	111	0	0	0	0	2	37	0	8	0	0	161	185	172	119	190	153	142	114	0	0	3	3	0	3	0	0	38	41	51	120	770	82	0	6	3	5
Gowainghat	417	1487	1904	1825	3729	445	423	343	271	4	326	139	0	134	137	59	110	171	137	59	110	164	2	281	2	21	0	3	27	13	558	490	503	493	520	14	142	0	0	160	397	3	125	117	117	632	662	656	687	723	639	731	522	0	0	2	1	2	3	0	1	72	76	47	237	3164	52	0	5	8	34
Jakiganj	198	510	708	665	1373	342	277	220	189	106	18	41	0	62	62	38	52	74	61	36	49	79	7	20	7	6	0	0	113	57	373	348	333	298	274	13	6	1	5	61	201	14	145	58	74	305	380	362	374	287	330	292	190	3	1	0	2	2	4	3	0	71	78	78	582	2761	39	0	27	1	15
Jaintapur	271	797	1068	1182	2250	615	509	398	319	21	145	49	0	49	161	104	106	167	141	106	120	157	7	134	7	27	0	2	20	5	0	0	0	0	0	4	54	34	7	24	68	58	186	39	49	56	38	59	37	54	49	49	255	46	0	0	1	2	3	1	0	27	31	58	532	1765	133	0	15	11	29
Balaganj	293	667	960	915	1875	347	358	303	260	172	5	24	0	28	87	76	92	145	77	74	88	132	0	50	0	24	0	14	131	42	384	371	348	332	298	17	103	1	2	212	455	126	190	34	38	461	459	430	433	415	372	306	299	2	1	0	0	0	0	0	0	62	62	58	879	4126	82	0	9	7	31
Golapganj	281	622	903	823	1726	329	311	259	164	118	3	14	0	3	46	97	90	88	16	35	72	77	6	58	6	4	0	2	130	21	418	423	379	328	307	10	21	80	28	199	501	26	259	21	88	449	449	469	455	419	380	384	260	1	3	0	0	0	0	0	0	69	69	97	913	3694	86	9	8	8	37
Sylhet Sadar	511	1715	2226	1070	3296	2431	1607	1522	1643	106	62	217	281	46	586	614	554	1001	551	621	429	781	31	224	31	55	0	6	129	55	590	563	495	418	477	65	218	389	41	1716	1425	716	3074	1091	257	1064	1702	1536	1070	880	1148	1247	361	0	0	0	0	0	0	0	0	46	46	42	4026	28401	76	0	0	4	53
Biani Bazar	146	507	653	344	997	337	278	227	141	34	3	41	15	1	30	45	46	85	25	39	37	70	4	35	4	2	0	0	5	3	235	259	229	228	207	0	19	2	0	92	250	19	35	0	0	216	214	238	216	231	223	229	89	0	0	0	0	0	0	0	0	53	53	3	644	3069	2	0	6	14	11
Kanaighat	189	825	1014	1097	2111	348	290	282	258	135	19	22	0	29	95	116	187	223	92	113	175	212	9	51	9	10	0	12	40	8	509	490	467	455	438	4	17	2	0	79	295	50	201	32	34	467	514	507	474	448	582	463	202	0	0	0	0	0	0	0	0	73	73	27	1301	4171	113	0	11	11	28
Biswanath	201	509	710	565	1275	120	150	133	111	96	8	40	38	0	73	77	86	95	78	65	83	85	0	0	0	0	0	0	5	1	233	223	191	215	237	8	2	1	0	0	294	9	29	29	49	293	294	282	285	308	353	280	176	0	0	2	2	4	6	2	0	37	45	60	502	2060	57	0	0	2	18
Companiganj	177	551	728	941	1669	341	285	235	119	0	228	75	3	0	51	37	38	127	17	14	13	61	0	0	0	0	0	0	25	10	156	162	149	143	130	0	0	0	0	17	76	88	28	17	17	179	193	194	192	174	171	174	305	0	0	1	2	0	2	0	0	17	19	37	118	1674	18	0	8	3	10
South Shurma	188	847	1035	594	1629	118	88	74	47	78	11	9	7	10	20	32	38	72	14	15	34	67	0	127	0	9	0	1	95	41	338	299	290	273	289	39	29	0	0	91	228	49	77	7	14	321	326	328	326	281	346	279	183	1	1	0	0	0	0	0	1	43	44	94	280	2606	220	1	24	14	49
