thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Digholia	880	5316	6196	528	6724	1907	2802	2811	2301	84	8	233	409	62	413	464	502	438	792	780	830	684	373	165	373	0	0	7	51	10	130	168	175	145	136	18	91	178	28	389	958	84	1683	60	58	311	299	296	305	422	347	300	734	0	0	0	0	1	1	5	0	57	63	41	1493	11008	175	1	17	15	51
Dumuria	306	642	948	813	1761	453	396	357	170	73	1	7	0	4	91	111	154	200	64	66	108	163	6	10	6	16	0	8	50	14	36	43	159	171	206	16	163	9	39	116	406	0	437	20	14	187	241	269	235	219	276	187	260	2	0	3	3	2	5	1	0	81	87	49	935	4614	40	0	14	5	48
Khulna Sadar	541	2668	3209	2849	6058	939	1006	1047	724	123	12	61	52	24	578	584	529	603	558	505	426	542	0	289	0	3	0	0	102	2	263	341	282	237	205	16	20	15	43	453	632	45	88	168	4	384	550	578	490	575	576	315	407	17	5	0	0	0	0	0	0	11	11	214	1547	3343	1079	0	93	15	3178
Dacope	153	287	440	435	875	96	110	77	49	84	0	23	29	0	24	21	27	34	22	20	24	35	4	0	4	0	0	0	19	2	28	27	89	96	67	9	47	3	6	55	100	23	72	2	2	67	93	110	117	103	108	96	136	2	0	0	1	2	3	0	0	23	26	26	212	1118	106	0	38	7	5
Terokhada	82	362	444	299	743	70	64	70	50	38	2	11	0	7	14	12	17	18	10	12	17	18	0	0	0	6	0	0	61	15	47	48	95	99	88	14	68	2	10	5	90	20	4	14	16	124	116	117	106	88	80	103	78	0	0	0	2	1	3	0	0	17	20	11	68	977	76	0	11	7	20
Fultala	116	214	330	405	735	128	173	139	110	26	10	22	40	0	5	7	21	66	5	7	23	53	0	14	0	3	0	0	21	10	24	30	48	51	67	18	58	0	8	0	107	25	0	18	4	79	111	118	115	80	120	102	98	2	2	0	0	0	0	0	0	12	12	43	367	1120	42	0	3	4	21
Batiaghata	91	398	489	309	798	76	108	106	76	45	0	4	1	2	10	18	22	38	4	14	22	36	0	13	0	0	0	0	6	2	47	41	72	92	103	16	59	3	6	37	108	5	6	6	12	112	127	156	119	140	129	146	109	1	0	0	1	0	1	1	0	37	39	17	172	1051	68	0	0	6	37
Paikgachha	192	411	603	746	1349	74	58	60	32	68	7	0	0	17	29	15	26	43	30	14	23	29	0	0	0	0	0	0	28	1	23	30	60	72	87	2	69	0	0	0	37	0	0	7	23	93	96	92	110	63	97	108	170	2	0	0	1	0	1	0	0	51	52	25	85	786	29	0	5	10	16
Rupsha	121	349	470	451	921	173	158	129	102	47	8	42	39	3	20	21	30	60	20	24	28	59	0	6	0	0	0	0	70	9	51	52	79	82	90	11	65	0	6	89	153	79	22	37	3	102	95	112	96	93	108	114	106	0	0	0	0	0	0	0	0	27	27	9	166	1120	51	0	5	6	22
Koyra	119	343	462	463	925	102	96	41	36	46	3	5	0	4	15	14	15	8	13	14	16	8	0	0	0	0	0	0	2	0	58	111	168	175	203	15	69	8	8	42	185	0	16	3	3	175	178	207	230	219	220	224	93	0	0	0	0	0	0	0	0	40	33	28	308	1507	153	0	23	7	6
