   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Baraigram	65752	23033	3799	12286	1642	1902	342	9872	10214	52876	80.4173
Natore Sadar	104197	44416	8272	11081	2470	967	1538	13006	14544	81750	78.4572
Bagatipara	31419	11706	2902	2840	431	373	177	6706	6883	25135	79.9994
Singra	82500	40219	4192	9124	2075	1216	1644	7927	9571	66397	80.4812
Lalpur	62337	24469	3557	9377	955	929	169	9251	9420	48707	78.1350
Gurudashpur	50793	24239	2850	6018	735	1040	755	5565	6320	41202	81.1175

 
