   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	44844	17509	5224	4968	382	1744	588	6525	7113	36940	82.3745
Poba (Sadar)	73549	19549	6769	15410	1073	3459	950	14159	15109	61369	83.4396
Mohanpur	42720	17034	2750	7555	644	1724	988	4370	5358	35065	82.0810
Puthiya	48778	18047	5407	6999	489	1238	393	7966	8359	40539	83.1092
Bagmara	98347	40926	8248	13473	2619	3719	3634	9753	13387	82372	83.7565
Charghat	49455	18712	5683	7017	1079	1514	537	6138	6675	40680	82.2566
Boalia	100196	35671	29645	10047	819	1530	611	5499	6110	83822	83.6580
Tanore	44341	17694	2495	5186	579	2578	1421	6670	8091	36623	82.5940
Godagari	70314	22205	5328	12247	1631	1318	2612	13771	16383	59112	84.0686
Bagha	43710	14214	4531	9140	380	1130	345	6775	7120	36515	83.5392

 
