   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Meherpur Sadar	61557	18413	5501	10956	756	1281	477	11842	12319	49226	79.9682
Gagni	76090	24951	6266	19708	1501	1142	245	8213	8458	62026	81.5166
Mujibnagar	23761	5858	1288	5904	247	485	73	4671	4744	18526	77.9681

 
