   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Rajoir	42643	18714	1890	5827	1263	184	53	2563	2616	30494	71.5100
Kalkini	49419	21212	2333	6441	1676	1070	682	2067	2749	35481	71.7963
Shibchar	53519	22500	2937	5803	946	402	146	1373	1519	34107	63.7288
Madaripur Sadar	59773	24064	3243	9042	2001	918	391	3038	3429	42697	71.4319

 
