   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	14502	4580	988	2398	955	139	272	738	1010	10070	69.4387
Khagrachhari Sadar	14875	6107	362	2013	430	302	221	682	903	10117	68.0134
Mahalchhari	7926	2949	167	816	259	131	75	512	587	4909	61.9354
Panchhari	9542	5266	177	794	147	138	77	216	293	6815	71.4211
Ramgarh	9448	3715	302	1020	359	30	16	340	356	5782	61.1981
Manikchhari	8453	2734	236	1439	312	76	65	616	681	5478	64.8054
Matiranga	16384	6884	418	2608	550	151	346	1113	1459	12070	73.6694
Lakshmichhari	3591	1405	56	298	79	6	8	131	139	1983	55.2214

 
