   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	19304	8015	866	1627	233	85	196	2213	2409	13235	68.5609
Bahubal	32618	14345	2631	3498	1205	362	966	2255	3221	25262	77.4480
Madhabpur	59787	27796	3663	4572	1985	896	2391	3815	6206	45118	75.4646
Lakhai	26856	10908	1807	2902	332	241	295	2007	2302	18492	68.8561
Habiganj Sadar	56956	23274	4039	7196	2273	938	2253	4872	7125	44845	78.7362
Baniachhong	54060	20393	3842	5784	1144	208	1496	2926	4422	35793	66.2098
Chunarughat	57413	24987	3907	6556	2258	678	3076	3499	6575	44961	78.3115
Nabiganj	55689	20260	2328	7347	3270	1619	2763	3198	5961	40785	73.2371

 
