   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	112776	37161	10030	20382	4487	5564	3571	7130	10701	88325	78.3190
Chouddagram	87461	33505	4764	17849	3749	2615	946	7466	8412	70894	81.0578
Barura	87518	32216	4371	16369	3243	3450	2135	5763	7898	67547	77.1807
Laksham	55828	22466	3205	9178	876	1252	555	4845	5400	42377	75.9064
Burichong	66968	24948	5300	8683	2966	4058	2142	4719	6861	52816	78.8675
Brahmanpara	40997	15676	2507	5971	1654	1947	633	4374	5007	32762	79.9132
Homna	40371	12762	3457	8398	2181	827	373	2786	3159	30784	76.2528
Muradnagar	113508	39467	8420	19257	4423	4833	974	9227	10201	86601	76.2951
Debidwar	91312	37694	6040	14663	3435	2406	1453	7443	8896	73134	80.0924
Daudkandi	72959	23027	4985	12460	3567	2039	1271	7701	8972	55050	75.4533
Chandina	76156	28888	4188	13465	2484	1540	2859	4622	7481	58046	76.2199
Nangolkot	75534	23818	5131	13793	1812	3018	286	7523	7809	55381	73.3193
Meghna	22423	6960	1462	5518	621	547	142	2370	2512	17620	78.5800
Titash	38521	10749	3554	8009	2046	1289	476	4445	4921	30568	79.3541
Comilla Sadar South	82696	34530	4209	11651	1824	1980	1624	5397	7021	61215	74.0241
Monohargonj	49116	18788	3769	7670	1118	1473	455	4644	5099	37917	77.1989

 
