   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22115	6635	587	7620	346	590	253	650	903	16681	75.4284
Moheshkhali	53906	23988	1170	10566	1321	1409	2169	1870	4039	42493	78.8280
Coxs Bazar Sadar	75869	25249	6341	13022	2294	2682	2151	2761	4912	54500	71.8343
Ramu	42802	11811	1931	11427	2125	1088	2312	2047	4359	32741	76.4941
Chakaria	77767	28076	3614	19182	2347	3020	1527	3709	5236	61475	79.0502
Ukhiya	34520	15595	1275	7847	491	667	584	938	1522	27397	79.3656
Teknaf	45230	13388	2178	13654	461	812	1436	1007	2443	32936	72.8189
Pekua	29044	8267	521	7944	416	390	502	977	1479	19017	65.4765

 
