   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	82681	30501	6878	13713	1456	4064	1544	3680	5224	61836	74.7886
Uzirpur	46970	19526	2388	5837	1189	3189	755	3863	4618	36747	78.2350
Bakerganj	64487	24003	3575	10399	2493	2540	1728	5548	7276	50286	77.9785
Babuganj	26808	10900	1322	3560	789	1397	637	1714	2351	20319	75.7945
Mehendiganj	49734	16479	4256	9338	1900	2061	2440	1707	4147	38181	76.7704
Gournadi	36200	14916	1933	5078	860	1523	473	3787	4260	28570	78.9227
Muladi	30521	9923	2049	6049	1315	958	507	1374	1881	22175	72.6549
Hizla	25153	7146	2129	6566	968	758	768	627	1395	18962	75.3866
Agailjhara	28277	11460	1564	2849	803	1520	402	3294	3696	21892	77.4198
Banaripara	29148	11573	1435	3009	1213	2368	594	2059	2653	22251	76.3380

 
