   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	35147	14244	1807	5002	1184	1620	485	2010	2495	26352	74.9765
Pabna Sadar	133995	41735	10474	29829	5134	4036	5711	7449	13160	104368	77.8895
Chatmohor	73793	30257	5073	7616	3137	1969	989	7052	8041	56093	76.0140
Ishwardi	71424	23416	9136	11584	1868	3675	811	5158	5969	55648	77.9122
Faridpur	27640	9139	1685	6270	998	1087	896	1546	2442	21621	78.2236
Sujanagar	61855	19758	3204	11848	4719	2179	630	4986	5616	47324	76.5080
Santhia	90720	34978	5212	21665	2998	2383	1443	5137	6580	73816	81.3668
Bera	56869	24283	3286	9935	2033	1953	791	2932	3723	45213	79.5038
Bhangoora	29235	13177	2881	2536	1183	763	979	1447	2426	22966	78.5565

 
