   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	53802	21679	4133	9431	1739	2305	2536	4681	7217	46504	86.4354
Fakirhat	30493	11546	2364	4348	2518	984	717	2831	3548	25308	82.9961
Sarankhola	21345	7514	1658	4899	979	421	1315	701	2016	17487	81.9255
Morralganj	65455	29219	4092	10960	2785	1012	3185	3127	6312	54380	83.0800
Kachua	20114	7849	1528	2999	854	1160	1190	1479	2669	17059	84.8116
Mollahat	26821	10037	1933	3539	1205	482	890	2004	2894	20090	74.9040
Rampal	33407	15617	2575	2650	1007	933	1704	2549	4253	27035	80.9262
Chitalmari	27145	9630	2083	5066	579	906	754	1806	2560	20824	76.7139
Mongla	26740	11727	2531	3280	657	748	1652	1547	3199	22142	82.8048

 
