   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	17247	5871	1479	2083	779	569	562	1703	2265	13046	75.6421
Gowainghat	49620	13148	3182	10052	2898	1407	1550	5593	7143	37830	76.2394
Jakiganj	34418	9892	3569	4837	2231	1843	1843	2184	4027	26399	76.7011
Jaintapur	27606	8962	2015	6297	1228	930	886	1800	2686	22118	80.1203
Balaganj	50070	14044	4640	7807	1886	2512	1145	5948	7093	37982	75.8578
Golapganj	46422	15338	6835	3723	1719	1919	1187	5159	6346	35880	77.2909
Sylhet Sadar	90449	31429	8773	10556	1907	5269	1925	7855	9780	67714	74.8643
Biani Bazar	35133	10741	4119	3362	2312	644	1321	3082	4403	25581	72.8119
Kanaighat	47958	13682	4175	8933	2470	1230	2602	1894	4496	34986	72.9513
Biswanath	31309	10632	3715	3180	985	1171	778	4370	5148	24831	79.3095
Companiganj	25982	8171	1590	4594	1180	1245	193	2654	2847	19627	75.5408
South Shurma	51951	17088	5575	7426	1557	2424	1266	4513	5779	39849	76.7050

 
