   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15118	6083	1427	2307	177	763	431	780	1211	11968	79.1639
Kawkhali	10376	3786	519	1612	326	1024	117	757	874	8141	78.4599
Rangamati Sadar	18104	6903	1578	2839	888	872	348	1007	1355	14435	79.7338
Baghaichhari	11289	5769	793	1173	372	147	29	498	527	8781	77.7837
Barkal	6257	2563	329	985	200	44	99	257	356	4477	71.5519
Naniarchar	8324	3591	497	962	329	462	231	536	767	6608	79.3849
Jurachhari	3620	1910	114	467	143	5	74	133	207	2846	78.6188
Kaptai	11100	3817	819	1886	281	562	40	816	856	8221	74.0631
Rajasthali	4466	1662	116	636	235	314	153	245	398	3361	75.2575
Belaichhari	4292	1942	116	483	153	158	22	231	253	3105	72.3439

 
