   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13629	4658	1004	1712	667	346	252	992	1244	9631	70.6655
Gowainghat	41806	10710	2720	7026	2236	378	1022	3185	4207	27277	65.2466
Jakiganj	29950	8308	3464	3960	1784	511	1058	1133	2191	20218	67.5058
Jaintapur	23104	6720	2096	4051	1106	173	476	818	1294	15440	66.8283
Balaganj	45007	12577	4277	7351	1794	1118	422	2870	3292	30409	67.5650
Golapganj	40492	12428	4970	3624	1254	891	586	2870	3456	26623	65.7488
Sylhet Sadar	77224	27754	8189	8156	1563	1861	708	3683	4391	51914	67.2252
Biani Bazar	30593	8111	3372	3426	2494	276	678	1346	2024	19703	64.4036
Kanaighat	42432	11326	4111	6604	2929	521	1651	777	2428	27919	65.7970
Biswanath	25613	9582	2090	2825	1032	467	200	2048	2248	18244	71.2295
Companiganj	22492	6671	2050	3585	816	566	85	1057	1142	14830	65.9346
South Shurma	45583	18035	4090	5972	1170	1011	426	2713	3139	33417	73.3102

 
