   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	16755	5368	1437	1764	795	503	547	1534	2081	11948	71.3101
Gowainghat	48087	13493	3367	9562	2717	1017	1460	5081	6541	36697	76.3138
Jakiganj	33383	9814	3962	4830	2200	1478	1744	1915	3659	25943	77.7132
Jaintapur	26322	8372	1968	5834	1084	582	760	1512	2272	20112	76.4076
Balaganj	48719	13288	4157	7311	1809	2372	1072	5499	6571	35508	72.8833
Golapganj	44488	14808	6507	3581	1576	1399	1072	4703	5775	33646	75.6294
Sylhet Sadar	83834	29187	9885	9441	1832	3582	1690	6004	7694	61621	73.5036
Biani Bazar	34120	10172	3862	3340	2329	485	1235	2679	3914	24102	70.6389
Kanaighat	46957	13026	4026	8616	2659	826	2418	1626	4044	33197	70.6966
Biswanath	30366	10606	3644	2814	874	940	663	3826	4489	23367	76.9512
Companiganj	25536	8295	1740	4753	1082	870	160	2169	2329	19069	74.6750
South Shurma	47864	15434	5054	6887	1498	1816	1217	4040	5257	35946	75.1003

 
