   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	44468	17480	6274	4840	402	1386	530	6242	6772	37154	83.5522
Poba (Sadar)	74783	18748	7805	15896	1022	4037	902	13646	14548	62056	82.9814
Mohanpur	42664	16093	3412	8214	627	1887	880	3878	4758	34991	82.0153
Puthiya	48934	18049	6286	6602	530	1765	356	7446	7802	41034	83.8558
Bagmara	88453	40775	6887	12288	1469	2595	2548	6781	9329	73343	82.9175
Charghat	49090	18054	6172	6429	924	2070	481	6002	6483	40132	81.7519
Boalia	102270	32385	28281	15448	675	1791	577	5902	6479	85059	83.1710
Tanore	44861	18401	2947	4698	469	2579	1266	6232	7498	36592	81.5675
Godagari	71021	22827	5301	11820	1650	1915	2216	12762	14978	58491	82.3573
Bagha	42300	13196	5685	8053	488	1369	324	5103	5427	34218	80.8936

 
