   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	54817	21361	1843	5545	1611	443	791	2968	3759	34562	63.0498
Bhariab Bazar	49702	15504	2252	5488	1075	283	442	1752	2194	26796	53.9133
Austagram	24036	9507	1192	1945	970	26	15	1264	1279	14919	62.0694
Kishoreganj Sadar	59555	27252	2256	4959	951	1045	1172	2967	4139	40602	68.1756
Hossainpur	36032	17362	1190	3257	1107	549	337	2371	2708	26173	72.6382
Nikli	25577	9482	1091	2737	1748	101	111	1679	1790	16949	66.2666
Bazitpur	42747	19291	2506	3594	1349	229	948	1874	2822	29791	69.6914
Pakundia	49729	19790	2946	4405	1301	443	903	2125	3028	31913	64.1738
Itna	30724	12481	1629	1892	748	46	386	1514	1900	18696	60.8515
Kuliarchar	33986	13211	1602	3314	1036	263	652	1882	2534	21960	64.6148
Tarail	27867	12808	464	2284	604	231	294	1603	1897	18288	65.6260
Karimganj	52573	23601	1886	5508	1722	672	654	2405	3059	36448	69.3284
Mithamoin	21065	8223	945	1581	737	14	283	933	1216	12716	60.3655

 
