   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	45143	15425	1485	9717	1506	271	350	3225	3575	31979	70.8393
Matlab (South)	40930	13206	2158	10000	670	346	390	2535	2925	29305	71.5978
Hajiganj	58293	22325	1966	12262	1637	600	447	3525	3972	42762	73.3570
Chandpur Sadar	67640	25934	2368	13759	1851	1517	886	4396	5282	50711	74.9719
Kachua	74454	26213	3780	14790	1531	1233	1089	4656	5745	53292	71.5771
Faridganj	78700	31146	4070	13321	1647	1196	510	5557	6067	57447	72.9949
Hemchar	18143	7122	543	3239	565	367	139	1557	1696	13532	74.5852
Motlab (North)	56160	20410	2596	9143	1274	683	255	6462	6717	40823	72.6905

 
