   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	98974	36185	7914	19400	2583	2847	2285	5866	8151	77080	77.8790
Chouddagram	83433	30913	3527	17055	2609	1618	688	6776	7464	63186	75.7326
Barura	80952	32499	4221	15539	2240	1923	1535	5085	6620	63042	77.8758
Laksham	52649	21980	2718	9364	573	643	393	4263	4656	39934	75.8495
Burichong	58234	23449	4868	8226	2102	1959	1573	4322	5895	46499	79.8485
Brahmanpara	38366	13429	2316	6107	1475	1419	568	3793	4361	29107	75.8667
Homna	36857	11850	3251	8050	2409	664	332	2681	3013	29237	79.3255
Muradnagar	103716	37319	8556	17983	4103	1585	817	8127	8944	78490	75.6778
Debidwar	88669	35145	6249	14681	2960	1502	1027	6611	7638	68175	76.8871
Daudkandi	69025	22991	5422	13487	3361	1821	690	6624	7314	54396	78.8062
Chandina	72290	27195	3879	13564	2161	920	2232	4146	6378	54097	74.8333
Nangolkot	76463	23346	6824	15596	1768	1574	276	7362	7638	56746	74.2137
Meghna	20580	6494	1192	4991	601	255	95	1976	2071	15604	75.8212
Titash	35191	9441	3041	7237	1500	883	359	3377	3736	25838	73.4222
Comilla Sadar South	76296	31560	3680	12364	1799	1340	1153	5706	6859	57602	75.4981
Monohargonj	45545	17798	3401	6976	758	516	379	4001	4380	33829	74.2760

 
