   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	14108	4989	1395	1718	649	641	795	1275	2070	11462	81.2447
Gowainghat	46160	13047	3345	8676	2527	746	1356	4277	5633	33974	73.6005
Jakiganj	31462	8818	3806	4320	2054	1071	1515	1427	2942	23011	73.1390
Jaintapur	25167	7874	1977	5304	941	514	592	1206	1798	18408	73.1434
Balaganj	48331	14054	4598	7395	1724	2197	801	4597	5398	35366	73.1746
Golapganj	41718	13929	6201	3010	1084	950	852	3885	4737	29911	71.6981
Sylhet Sadar	79871	29014	9454	9468	1651	2477	1389	4930	6319	58383	73.0966
Biani Bazar	31019	9200	3649	3426	2569	354	1006	1828	2834	22032	71.0274
Kanaighat	43936	12116	4187	7725	2670	675	2054	1188	3242	30615	69.6809
Biswanath	30456	11435	3441	2801	753	917	360	3350	3710	23057	75.7059
Companiganj	25711	8866	2456	5200	846	612	135	1831	1966	19946	77.5777
South Shurma	47258	16432	4972	6966	1428	1576	1081	3498	4579	35953	76.0781

 
