   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	112550	36780	10879	20354	4460	5260	3472	7010	10482	88215	78.3785
Chouddagram	87271	33450	4734	17893	3730	2466	937	7429	8366	70639	80.9421
Barura	87224	32116	4389	16364	3195	3291	2106	5728	7834	67189	77.0304
Laksham	55659	22528	3147	9225	882	1168	548	4811	5359	42309	76.0147
Burichong	66616	24668	5553	8594	2979	3928	2131	4701	6832	52554	78.8910
Brahmanpara	40851	15610	2563	6047	1652	1892	635	4362	4997	32761	80.1963
Homna	40298	12703	3495	8405	2179	782	374	2765	3139	30703	76.1899
Muradnagar	113126	39359	8595	19283	4383	4619	968	9183	10151	86390	76.3662
Debidwar	90996	37482	6058	14635	3465	2260	1444	7406	8850	72750	79.9486
Daudkandi	72768	23317	5253	12925	3650	2031	1269	7735	9004	56180	77.2043
Chandina	75900	28715	4259	13469	2471	1380	2819	4575	7394	57688	76.0053
Nangolkot	75190	23475	5210	13739	1734	2745	285	7438	7723	54626	72.6506
Meghna	22316	6959	1474	5544	620	490	142	2359	2501	17588	78.8134
Titash	38391	10746	3549	8001	2002	1260	472	4412	4884	30442	79.2946
Comilla Sadar South	82390	34345	4182	11660	1804	1845	1598	5352	6950	60786	73.7784
Monohargonj	48918	18738	3767	7635	1112	1386	455	4623	5078	37716	77.1005

 
