   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	90067	30293	10787	11217	2434	1302	1377	9581	10958	66991	74.3791
Boalmari	52798	19788	4197	7906	3300	417	1245	4245	5490	41098	77.8401
Bhanga	51681	19992	4142	5025	3284	593	1148	6061	7209	40245	77.8719
Char Bhadrashion	12996	4047	1951	1514	689	491	141	1187	1328	10020	77.1006
Nagarkanda	35997	14051	3155	4130	1084	661	710	2904	3614	26695	74.1590
Sadarpur	33366	11237	3603	4103	1010	440	205	3005	3210	23603	70.7397
Alphadanga	22004	7798	1940	3757	1033	246	600	1534	2134	16908	76.8406
Modhukhali	42303	17198	3113	5513	1328	868	889	4277	5166	33186	78.4483
Saltha	34520	13375	3340	4845	1283	439	607	2211	2818	26100	75.6083

 
