   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Narshingdi Sadar	107101	42588	6144	20915	1972	1757	961	7284	8245	81621	76.2094
Raipura	99411	35058	9526	12764	4134	1136	590	7021	7611	70229	70.6451
Monohordi	54137	21681	2853	8939	2080	551	249	3896	4145	40249	74.3466
Shibpur	51043	20137	3530	7453	2814	1154	367	3942	4309	39397	77.1839
Palash	39138	15746	2908	5406	1626	418	309	2551	2860	28964	74.0048
Belaboo	37515	14417	2346	5077	1580	969	324	3553	3877	28266	75.3459

 
