   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	20453	9581	1247	2025	213	497	218	2594	2812	16375	80.0616
Bahubal	35659	15759	2450	4298	997	1395	1105	2598	3703	28602	80.2098
Madhabpur	64407	32048	3741	4861	1160	1854	2428	4422	6850	50514	78.4294
Lakhai	29275	12956	2081	3384	511	1240	471	2753	3224	23396	79.9180
Habiganj Sadar	62920	25089	4525	8661	2778	2425	2472	5916	8388	51866	82.4317
Baniachhong	57714	24247	4289	9241	1106	1542	1905	4437	6342	46767	81.0323
Chunarughat	62304	27520	4351	8376	1892	1105	3100	3677	6777	50021	80.2854
Nabiganj	59910	23784	3005	7994	2991	2387	3169	3983	7152	47313	78.9735

 
