   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	92186	30388	13278	11899	2358	3612	1953	9108	11061	72596	78.7495
Boalmari	54783	20378	4614	7259	2917	1238	1326	4363	5689	42095	76.8395
Bhanga	54286	19477	4376	4809	3470	1682	1195	6846	8041	41855	77.1009
Char Bhadrashion	13285	3886	1974	1420	555	845	168	1279	1447	10127	76.2288
Nagarkanda	35592	13602	4197	4089	1129	1221	840	2693	3533	27771	78.0260
Sadarpur	34233	11686	3867	3976	932	1241	226	3006	3232	24934	72.8362
Alphadanga	22285	7909	2167	3711	1270	474	586	1591	2177	17708	79.4615
Modhukhali	44473	18243	3568	6174	1019	1332	952	4373	5325	35661	80.1857
Saltha	34066	12762	3288	4974	1124	1206	734	2249	2983	26337	77.3117

 
