   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	50012	18358	4236	7400	1393	318	481	3933	4414	36119	72.2207
Begumganj	98414	38408	6229	15676	3303	696	708	7875	8583	72895	74.0697
Companiganj	44100	15502	3046	6613	2034	567	692	2547	3239	31001	70.2971
Sudharam (Sadar)	83391	27564	7978	16464	1626	1315	972	6000	6972	61919	74.2514
Hatiya	59156	20609	2290	14838	848	22	1601	1539	3140	41747	70.5710
Chatkhil	41959	15525	2113	5597	1491	724	238	2726	2964	28414	67.7185
Subarna Char	31369	9711	3790	5243	505	717	782	2231	3013	22979	73.2538
Sonaimuri	56893	23676	4119	7267	1945	418	296	4642	4938	42363	74.4608
Kabirhat	28297	10344	1790	3891	730	250	194	2253	2447	19452	68.7423

 
