   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:02
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	54105	20538	4278	8492	1446	1512	562	4395	4957	41223	76.1907
Begumganj	109771	38827	8018	18458	4837	2995	923	9574	10497	83632	76.1877
Companiganj	49376	17161	3590	7251	2082	1131	947	2805	3752	34967	70.8178
Sudharam (Sadar)	89506	28370	8784	17657	2380	2849	1038	6883	7921	67961	75.9290
Hatiya	73513	27470	3733	17365	1248	2500	2142	1545	3687	56003	76.1811
Chatkhil	44841	17123	2752	5971	1860	1508	313	3658	3971	33185	74.0059
Subarna Char	51640	16726	4876	9768	864	2830	1178	2833	4011	39075	75.6681
Sonaimuri	64616	25189	4796	9472	2071	1294	350	6321	6671	49493	76.5956
Kabirhat	36309	12632	2191	6892	949	1800	189	3165	3354	27818	76.6146

 
