   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	51630	22977	3632	7968	2076	1639	1610	3254	4864	43156	83.5871
Fakirhat	29018	12504	1931	4565	1588	327	350	2499	2849	23764	81.8940
Sarankhola	20094	7620	502	4272	930	210	890	664	1554	15088	75.0871
Morralganj	60246	24902	2113	2074	2634	501	2690	2923	5613	37837	62.8042
Kachua	19333	7915	1413	2339	1077	535	892	1104	1996	15275	79.0100
Mollahat	24126	10413	1425	2612	1665	224	453	1244	1697	18036	74.7575
Rampal	32508	15712	1839	2350	1054	383	1370	1682	3052	24390	75.0277
Chitalmari	24269	7611	1417	4188	1544	419	531	1487	2018	17197	70.8599
Mongla	28539	13512	2055	3739	514	653	1436	1317	2753	23226	81.3834

 
