   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	43913	17224	4079	5090	444	1311	571	6201	6772	34920	79.5209
Poba (Sadar)	70603	19422	5586	15679	921	2690	843	13413	14256	58554	82.9342
Mohanpur	41414	16883	2281	7255	676	1340	949	4275	5224	33659	81.2744
Puthiya	48919	18504	4439	6194	490	1334	348	8093	8441	39402	80.5454
Bagmara	96192	40127	6512	13913	2408	3471	3440	9449	12889	79320	82.4601
Charghat	47787	19007	3712	7355	981	1056	413	6284	6697	38808	81.2104
Boalia	96272	37339	27525	8274	628	948	573	5377	5950	80664	83.7876
Tanore	44842	18359	2304	5255	656	2912	1383	6728	8111	37597	83.8433
Godagari	67904	21071	6076	12638	1462	1557	2445	12547	14992	57796	85.1143
Bagha	42616	13965	3748	8588	523	1715	326	6656	6982	35521	83.3513

 
