   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	45515	15748	1590	10047	1560	408	365	3304	3669	33022	72.5519
Matlab (South)	41043	13390	2323	10056	657	348	406	2567	2973	29747	72.4776
Hajiganj	59429	23182	2069	12756	1645	723	463	3669	4132	44507	74.8910
Chandpur Sadar	68109	26415	2521	13902	1978	1690	931	4525	5456	51962	76.2924
Kachua	75126	27709	3885	15064	1604	1614	1181	4830	6011	55887	74.3910
Faridganj	79108	31590	4331	13646	1671	1450	522	5691	6213	58901	74.4564
Hemchar	18380	7207	558	3333	572	382	145	1598	1743	13795	75.0544
Motlab (North)	56623	20835	2804	9187	1303	928	271	6550	6821	41878	73.9593

 
