   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	31289	12695	2732	3468	1112	962	918	1517	2435	23404	74.7995
Dumuria	62130	24231	3294	7445	1961	1294	2972	5391	8363	46588	74.9847
Khulna Sadar	168904	50902	19996	46519	4382	1867	1702	1536	3238	126904	75.1338
Dacope	29618	16477	964	2399	562	329	358	2612	2970	23701	80.0223
Terokhada	23369	10210	2546	2716	1137	994	522	727	1249	18852	80.6710
Fultala	25074	10125	2335	4593	801	604	1122	1525	2647	21105	84.1709
Batiaghata	32991	13975	1751	4325	2251	549	1584	1533	3117	25968	78.7124
Paikgachha	54502	28872	1581	6747	1298	669	851	4164	5015	44182	81.0649
Rupsha	34878	14442	2251	4619	1919	716	1385	1901	3286	27233	78.0807
Koyra	40371	23587	1238	3748	665	728	990	2324	3314	33280	82.4354

 
