   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	52827	20207	4333	8489	1385	1095	535	4245	4780	40289	76.2659
Begumganj	107878	38829	7906	18483	4545	2056	919	9399	10318	82137	76.1388
Companiganj	48540	16474	3468	6983	1897	925	915	2721	3636	33383	68.7742
Sudharam (Sadar)	87311	28094	8473	17379	2227	2607	960	6640	7600	66380	76.0271
Hatiya	71710	26994	3594	17782	1054	1326	2075	1552	3627	54377	75.8290
Chatkhil	44581	16627	2533	5969	1802	1360	310	3619	3929	32220	72.2729
Subarna Char	51073	16615	4839	9707	803	2452	1171	2820	3991	38407	75.2002
Sonaimuri	63694	25698	4843	9332	1996	690	331	6122	6453	49012	76.9492
Kabirhat	35192	12788	2388	6875	851	965	185	3089	3274	27141	77.1226

 
