   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	88079	25502	9871	15458	5418	2720	792	6748	7540	66509	75.5106
Nasirnagar	55089	21629	3648	6868	860	801	976	5031	6007	39813	72.2703
Nabinagar	88360	29102	9116	13344	2869	593	739	7388	8127	63151	71.4701
Kashba	64077	19753	6756	9687	3888	1464	671	5459	6130	47678	74.4074
Sarail	51516	16095	4394	8960	1958	2084	435	3452	3887	37378	72.5561
Bancharampur	56047	16219	3752	12034	2737	2054	227	4899	5126	41922	74.7979
Akhaura	28721	9546	1661	4802	1010	728	916	2447	3363	21110	73.5002
Ashuganj	27069	8141	2898	4059	1754	636	166	3157	3323	20811	76.8813
Bijoy Nagar	46564	13980	3091	8390	3095	1185	861	3850	4711	34452	73.9885

 
