   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Boda	54519	22649	1203	8656	867	4054	3259	3549	6808	44237	81.1405
Panchgarh Sadar	58125	24334	2112	10681	663	2118	2631	2974	5605	45513	78.3019
Tetulia	27296	13613	1143	3563	725	937	809	1260	2069	22050	80.7811
Atowari	29074	13381	757	3727	729	1000	2493	1829	4322	23916	82.2591
Debiganj	51226	20321	1478	11245	1036	1772	3710	2398	6108	41960	81.9115

 
