   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	33705	14043	1258	4133	293	694	1841	4366	6207	26628	79.0031
Kaharole	34285	13427	540	4305	493	616	1804	5400	7204	26585	77.5412
Fulbari	35530	15398	1489	2214	510	799	3326	4225	7551	27961	78.6969
Khanshama	38153	15860	638	5959	410	758	1792	4469	6261	29886	78.3320
Dinajpur Sadar	95014	36842	6147	11950	1190	2198	7817	8562	16379	74706	78.6263
Hakimpur	19391	8298	1484	2041	278	376	1895	1101	2996	15473	79.7948
Birganj	66791	28422	1402	7595	451	1578	3561	8679	12240	51688	77.3877
Ghoraghat	24980	12131	1254	1954	626	366	1626	1773	3399	19730	78.9832
Birol	54617	24009	1492	5500	921	1219	2785	7352	10137	43278	79.2391
Chirir Bandar	63267	28056	1488	6512	506	680	3956	8460	12416	49658	78.4896
Parbatipur	81080	33161	4204	10251	890	1292	7374	9095	16469	66267	81.7304
Nawabganj	48311	21440	1423	6332	867	482	3633	2941	6574	37118	76.8314
Birampur	35709	15345	1329	2724	1222	539	4555	2704	7259	28418	79.5822

 
