   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22347	7284	757	7480	498	429	190	610	800	17248	77.1826
Moheshkhali	50146	23461	1217	8958	900	1014	1851	1755	3606	39156	78.0840
Coxs Bazar Sadar	70727	24079	5462	12130	2413	2801	2087	2585	4672	51557	72.8958
Ramu	40799	11478	1935	10685	2193	722	2041	1829	3870	30883	75.6955
Chakaria	73374	29165	3605	19528	2018	1354	812	3230	4042	59712	81.3803
Ukhiya	32359	14306	1088	6139	276	303	431	801	1232	23344	72.1407
Teknaf	39721	13153	1730	12265	282	447	973	864	1837	29714	74.8068
Pekua	26582	7911	465	7457	486	253	366	1077	1443	18015	67.7714

 
