   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	55285	20964	2937	6185	1852	548	829	3111	3940	36426	65.8877
Bhariab Bazar	50661	15961	2489	6406	1113	311	461	1873	2334	28614	56.4813
Austagram	23630	9609	1432	2158	977	41	20	1285	1305	15522	65.6877
Kishoreganj Sadar	59947	27179	2356	5874	994	1254	1342	3020	4362	42019	70.0936
Hossainpur	36286	16467	1510	3866	1181	675	361	2406	2767	26466	72.9372
Nikli	26405	9679	1441	3166	1932	153	118	1751	1869	18240	69.0778
Bazitpur	42833	19522	2656	3592	1460	230	1017	2031	3048	30508	71.2255
Pakundia	49996	19315	2913	4670	1470	546	930	2067	2997	31911	63.8271
Itna	30839	13771	1793	1932	755	52	407	1666	2073	20376	66.0722
Kuliarchar	34235	12731	2046	3693	1048	274	680	1786	2466	22258	65.0153
Tarail	28097	13488	1070	2360	656	328	336	1667	2003	19905	70.8439
Karimganj	53971	24512	2079	6525	1915	813	739	2234	2973	38817	71.9220
Mithamoin	21000	8277	1080	1688	786	13	347	967	1314	13158	62.6571

 
