   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93647	31824	16752	11328	3211	6734	2938	4635	7573	77422	82.6743
Dumuria	64618	24638	4346	10292	1382	3813	2648	5852	8500	52971	81.9756
Khulna Sadar	75679	24064	14081	9017	2371	3760	3719	3419	7138	60431	79.8517
Dacope	31189	14665	1199	3455	253	2172	613	2801	3414	25158	80.6631
Terokhada	26024	9933	2254	2748	1026	1586	949	1619	2568	20115	77.2940
Fultala	27707	8677	3229	4418	789	1389	1412	2190	3602	22104	79.7777
Batiaghata	38617	16345	2826	5124	1519	1861	1627	1743	3370	31045	80.3921
Paikgachha	57959	23940	1727	8129	1166	3220	1842	6297	8139	46321	79.9203
Rupsha	37940	14311	2766	4076	1386	2057	1918	3369	5287	29883	78.7638
Koyra	40698	20521	1530	3798	760	2056	1410	2806	4216	32881	80.7927

 
