   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15046	5173	1427	1935	442	1922	821	791	1612	12511	83.1517
Kawkhali	11759	4556	847	2141	479	971	247	696	943	9937	84.5055
Rangamati Sadar	19751	7293	1561	2821	1598	1843	587	857	1444	16560	83.8439
Baghaichhari	11624	5700	827	1421	623	579	53	569	622	9772	84.0674
Barkal	7252	3115	420	1263	387	318	292	266	558	6061	83.5769
Naniarchar	8982	3773	507	1218	328	726	421	541	962	7514	83.6562
Jurachhari	4327	1986	250	548	211	242	211	135	346	3583	82.8056
Kaptai	10813	3929	1002	2024	260	726	107	715	822	8763	81.0413
Rajasthali	4681	1958	126	642	167	574	178	156	334	3801	81.2006
Belaichhari	4843	2330	180	729	161	321	22	252	274	3995	82.4902

 
