   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	33228	14105	1144	4006	280	612	1571	4081	5652	25799	77.6423
Kaharole	33407	13497	591	4434	437	352	1501	5110	6611	25922	77.5945
Fulbari	35191	15740	1554	2177	467	448	2912	3936	6848	27234	77.3891
Khanshama	37079	15505	608	6040	341	675	1600	4268	5868	29037	78.3112
Dinajpur Sadar	93779	37075	6594	10789	1118	1528	6976	8036	15012	72116	76.8999
Hakimpur	19130	8515	1351	1937	263	346	1536	1025	2561	14973	78.2697
Birganj	65157	28190	1410	7419	448	775	3163	7816	10979	49221	75.5422
Ghoraghat	24737	12303	1226	1756	625	227	1517	1705	3222	19359	78.2593
Birol	53935	24554	1569	5214	720	833	2448	6723	9171	42061	77.9846
Chirir Bandar	61321	28023	1366	5917	516	722	3497	8006	11503	48047	78.3533
Parbatipur	79238	31485	4078	10689	902	985	6714	9069	15783	63922	80.6709
Nawabganj	47926	21768	1470	6039	878	309	3218	2751	5969	36433	76.0193
Birampur	35340	15292	1337	2600	1123	468	4019	2558	6577	27397	77.5241

 
