   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	23184	7483	614	7617	459	712	275	663	938	17823	76.8763
Moheshkhali	53208	23566	1102	10040	920	1205	2055	1807	3862	40695	76.4829
Coxs Bazar Sadar	73078	24498	5794	12501	2308	2736	2091	2572	4663	52500	71.8410
Ramu	42148	11579	1907	11058	2166	960	2185	1944	4129	31799	75.4460
Chakaria	75975	28114	3706	19137	2119	2522	1407	3495	4902	60500	79.6315
Ukhiya	33805	15205	1250	7160	511	601	552	911	1463	26190	77.4737
Teknaf	43965	12879	2101	13205	410	786	1362	982	2344	31725	72.1597
Pekua	28527	7916	491	7711	423	309	449	1039	1488	18338	64.2830

 
