   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93178	34173	17399	12570	2364	3733	2884	3933	6817	77056	82.6976
Dumuria	65105	24840	3972	10477	1634	3187	3036	6551	9587	53697	82.4775
Khulna Sadar	75756	26869	11803	9591	2300	3530	3691	3143	6834	60927	80.4253
Dacope	30920	14899	1131	3560	268	1351	665	2829	3494	24703	79.8933
Terokhada	25422	9987	2227	2667	1061	1490	941	1515	2456	19888	78.2315
Fultala	27651	9345	2969	4867	721	1125	1510	2278	3788	22815	82.5106
Batiaghata	37949	15122	2173	5336	1878	1327	1955	1856	3811	29647	78.1233
Paikgachha	57397	23700	1689	8289	1198	3139	1848	6146	7994	46009	80.1592
Rupsha	37388	14920	2559	4622	1358	1747	1811	2965	4776	29982	80.1915
Koyra	40258	20302	1492	3555	674	1506	1565	2893	4458	31987	79.4550

 
