   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	47595	17071	1910	11061	1557	680	408	3741	4149	36428	76.5375
Matlab (South)	42887	14903	2765	9837	800	881	492	2919	3411	32597	76.0067
Hajiganj	61859	24658	2185	13166	1867	923	595	4415	5010	47809	77.2871
Chandpur Sadar	72861	28560	3133	15000	2645	2777	1205	4961	6166	58281	79.9893
Kachua	78990	27679	4181	15657	2248	1449	1418	5591	7009	58223	73.7093
Faridganj	81869	32382	5042	14382	2126	2216	657	6552	7209	63357	77.3883
Hemchar	19048	7917	653	3452	539	440	252	1561	1813	14814	77.7719
Motlab (North)	57893	22367	3528	9307	1339	1694	304	6209	6513	44748	77.2943

 
