   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	17675	6365	1604	1960	623	505	468	1558	2026	13083	74.0198
Gowainghat	51297	13307	3313	10416	2956	1753	1555	5915	7470	39215	76.4470
Jakiganj	34697	9684	3411	4838	2001	2123	1841	2340	4181	26238	75.6204
Jaintapur	28708	9237	2044	6535	1064	987	815	1763	2578	22445	78.1838
Balaganj	49549	13896	4712	7678	1553	2410	1100	5980	7080	37329	75.3375
Golapganj	46750	15515	6668	3642	1605	2150	1180	5226	6406	35986	76.9754
Sylhet Sadar	93140	33565	8271	11843	1862	5712	1988	8072	10060	71313	76.5654
Biani Bazar	34878	10897	4137	3252	2073	802	1231	3130	4361	25522	73.1751
Kanaighat	42837	11987	3621	8343	1434	1482	2470	1921	4391	31258	72.9696
Biswanath	29979	10144	3502	2650	511	1140	674	3959	4633	22580	75.3194
Companiganj	27157	8646	1686	4697	938	1417	199	2764	2963	20347	74.9236
South Shurma	52871	17685	5962	7344	1434	2581	1300	4657	5957	40963	77.4773

 
