   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	67723	20552	1451	14784	1272	4168	5624	4256	9880	52107	76.9414
Pirganj	94106	40171	3684	14334	3592	3255	4587	5570	10157	75193	79.9025
Pirgachha	74046	26802	2810	16598	2674	2807	3358	4027	7385	59076	79.7828
Badarganj	64568	22558	2002	8108	451	2719	9103	4189	13292	49130	76.0903
Mithapukur	115449	47342	4984	18857	2513	5711	4038	5554	9592	88999	77.0895
Kaunia	48403	16563	1990	10397	711	2251	2918	2711	5629	37541	77.5592
Rangpur Sadar	135932	50132	9607	25959	1403	6351	5239	8019	13258	106710	78.5025
Taraganj	34622	12658	886	4993	420	2334	2480	2953	5433	26724	77.1879

 
