   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	48925	16950	3096	5445	962	288	246	3501	3747	30488	62.3158
Begumganj	89008	33205	4849	9597	1895	411	542	5985	6527	56484	63.4595
Companiganj	42350	14036	1380	5579	1751	395	308	2124	2432	25573	60.3849
Sudharam (Sadar)	107066	32312	7353	18689	2269	689	1183	6523	7706	69018	64.4630
Hatiya	56979	18698	1702	8463	689	41	799	1609	2408	32001	56.1628
Chatkhil	41001	13543	1452	4888	1037	542	117	1983	2100	23562	57.4669
Subarna Char	29477	8094	2651	4320	491	290	484	1709	2193	18039	61.1969
Sonaimuri	52615	19251	3152	3893	1337	223	222	3442	3664	31520	59.9069

 
