   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	58954	22153	3823	9685	2623	3084	1686	5052	6738	48106	81.5992
Bhariab Bazar	55308	21995	3059	8289	2059	3025	891	4653	5544	43971	79.5021
Austagram	28825	10505	1823	4628	1975	1108	391	3030	3421	23460	81.3877
Kishoreganj Sadar	70642	30377	4404	8779	2120	3383	2688	4506	7194	56257	79.6368
Hossainpur	36716	16559	1841	4380	1575	2042	501	2500	3001	29398	80.0686
Nikli	26256	10467	1567	3246	1735	1254	213	2978	3191	21460	81.7337
Bazitpur	44061	19356	3292	4285	1034	1412	1194	2803	3997	33376	75.7495
Pakundia	41794	17407	2981	4836	1469	2067	1733	2207	3940	32700	78.2409
Itna	32185	16646	2176	2596	666	843	690	2480	3170	26097	81.0844
Kuliarchar	33097	13792	1268	3801	1171	2371	1241	2418	3659	26062	78.7443
Tarail	27927	13027	1335	2548	711	1198	691	1885	2576	21395	76.6104
Karimganj	52294	23258	2973	5548	1853	2835	1313	3580	4893	41360	79.0913
Mithamoin	23531	10335	1667	2538	869	573	840	1752	2592	18574	78.9342

 
