   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	63800	25663	3821	8969	1860	1011	2218	5134	7352	48676	76.2947
Jessore Sadar	133784	47001	10297	23070	3702	3144	4203	7848	12051	99265	74.1980
Sarsa	73249	27953	3978	14137	1345	1086	1728	3408	5136	53635	73.2228
Keshobpur	55205	22100	2518	9738	1150	767	2309	3539	5848	42121	76.2992
Bagherpara	44258	20183	3152	5506	1641	713	1298	3875	5173	36368	82.1727
Monirampur	89999	29409	3455	24093	2334	1611	5603	5672	11275	72177	80.1976
Abhaynagar	53149	18955	2767	9494	1745	646	1796	3953	5749	39356	74.0484
Chowgachha	50141	19054	3365	8177	1489	722	1060	4471	5531	38338	76.4604

 
