   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	54226	20509	4246	8449	1461	1662	568	4455	5023	41350	76.2549
Begumganj	110509	38703	8034	18316	4916	3510	921	9660	10581	84060	76.0662
Companiganj	49690	17210	3568	7235	2086	1278	941	2805	3746	35123	70.6842
Sudharam (Sadar)	90037	28623	8932	17908	2461	3195	1033	6905	7938	69057	76.6985
Hatiya	74643	27448	3716	17208	1305	2918	2173	1575	3748	56343	75.4833
Chatkhil	45001	17316	2827	6036	1870	1637	314	3729	4043	33729	74.9517
Subarna Char	52293	16810	4915	9838	891	3198	1183	2827	4010	39662	75.8457
Sonaimuri	64883	25018	4806	9460	2046	1586	349	6389	6738	49654	76.5285
Kabirhat	36472	12497	2175	6875	974	2044	191	3171	3362	27927	76.5711

 
