   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	23342	7517	591	7716	465	712	286	680	966	17967	76.9728
Moheshkhali	53409	23833	1157	10458	1091	1270	2112	1837	3949	41758	78.1853
Coxs Bazar Sadar	74396	24843	5947	12943	2299	2701	2113	2659	4772	53505	71.9192
Ramu	42400	11707	1947	11156	2152	1030	2241	1995	4236	32228	76.0094
Chakaria	76394	28465	3669	19233	2199	2737	1461	3552	5013	61316	80.2628
Ukhiya	34045	15324	1267	7412	489	627	571	918	1489	26608	78.1554
Teknaf	44397	13097	2221	13595	451	783	1412	991	2403	32550	73.3158
Pekua	28688	8065	498	7918	421	324	467	1009	1476	18702	65.1910

 
