   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	53262	21488	4082	9405	1724	2097	2516	4563	7079	45875	86.1308
Fakirhat	30115	11350	2215	4476	2474	868	914	3368	4282	25665	85.2233
Sarankhola	21415	7753	1611	4812	978	376	1318	714	2032	17562	82.0079
Morralganj	66117	29505	4117	10878	2585	748	3117	2887	6004	53837	81.4269
Kachua	19965	7861	1521	2891	850	1129	1166	1412	2578	16830	84.2975
Mollahat	26588	10097	1950	3545	1238	440	858	1884	2742	20012	75.2670
Rampal	33198	15534	2566	2616	964	965	1734	2464	4198	26843	80.8573
Chitalmari	26883	9308	1995	4806	571	746	734	1732	2466	19892	73.9947
Mongla	26349	12087	2573	3115	600	708	1596	1526	3122	22205	84.2726

 
