   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13612	4635	1031	1718	682	350	246	956	1202	9618	70.6582
Gowainghat	41582	10398	2607	6784	2103	418	968	2901	3869	26179	62.9575
Jakiganj	29699	7907	3038	3855	1773	458	788	1082	1870	18901	63.6419
Jaintapur	22909	6599	2052	4190	1178	174	432	809	1241	15434	67.3709
Balaganj	45144	12272	4143	7188	1785	986	328	2582	2910	29284	64.8680
Golapganj	39603	11888	4611	3548	1195	857	511	2641	3152	25251	63.7603
Sylhet Sadar	76163	26234	7597	7678	1487	1799	588	3381	3969	48764	64.0258
Biani Bazar	30279	8004	3160	3638	2773	262	609	1157	1766	19603	64.7412
Kanaighat	41396	10813	3426	6636	2891	535	1490	717	2207	26508	64.0352
Biswanath	25518	9653	1833	3013	1491	472	189	1825	2014	18476	72.4038
Companiganj	21634	6346	1943	3736	824	594	80	929	1009	14452	66.8023
South Shurma	44215	13796	3535	5791	1153	876	322	2466	2788	27939	63.1890

 
