   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	68128	20806	5839	13201	2262	1739	2701	7095	9796	53643	78.7386
Jessore Sadar	145041	46271	11316	29694	5733	6056	5811	11780	17591	116661	80.4331
Sarsa	78665	24975	5767	18650	1335	2094	2094	5158	7252	60073	76.3656
Keshobpur	58295	19876	2954	13461	1358	2032	2911	4960	7871	47552	81.5713
Bagherpara	46240	18292	2936	6715	1903	2786	1406	4192	5598	38230	82.6773
Monirampur	94271	28842	4187	26400	2536	2548	6353	7882	14235	78748	83.5336
Abhaynagar	56907	16603	3845	12110	1521	1632	2353	6142	8495	44206	77.6811
Chowgachha	55104	17824	4342	10222	1648	1853	2044	6119	8163	44052	79.9434

 
