   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22672	7437	622	7395	486	684	261	658	919	17543	77.3774
Moheshkhali	51348	23830	1101	9210	922	1104	2082	1833	3915	40082	78.0595
Coxs Bazar Sadar	72246	24760	5910	12835	2618	3127	2280	2772	5052	54302	75.1626
Ramu	41446	11493	1972	10968	2207	863	2159	1909	4068	31571	76.1738
Chakaria	77358	30281	3818	19950	2144	2147	1250	3437	4687	63027	81.4744
Ukhiya	33029	15009	1198	6914	441	532	505	873	1378	25472	77.1201
Teknaf	41799	12863	1898	12302	393	711	1179	947	2126	30293	72.4730
Pekua	26774	8076	521	7638	484	258	445	1117	1562	18539	69.2425

 
