   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Rajbari Sadar	69439	25392	5966	9574	2114	4837	1704	6048	7752	55635	80.1207
Baliakandi	44086	17762	2792	4828	1356	1180	1185	4173	5358	33276	75.4797
Goalunda Ghat	24764	6940	2118	5398	697	1174	452	2053	2505	18832	76.0459
Pangsha	89118	35127	6780	13538	2545	2388	3164	5312	8476	68854	77.2616

 
