   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	33660	14078	1255	4141	297	669	1785	4327	6112	26552	78.8829
Kaharole	33942	13456	548	4304	495	615	1782	5357	7139	26557	78.2423
Fulbari	35507	15487	1500	2235	516	730	3245	4187	7432	27900	78.5761
Khanshama	38083	15808	646	5991	408	754	1767	4443	6210	29817	78.2948
Dinajpur Sadar	94965	36893	6199	11969	1191	2144	7723	8524	16247	74643	78.6005
Hakimpur	19423	8343	1457	2011	292	355	1863	1091	2954	15412	79.3492
Birganj	66721	28437	1362	7541	453	1567	3489	8574	12063	51423	77.0717
Ghoraghat	24968	12197	1255	1940	623	364	1585	1757	3342	19721	78.9851
Birol	54575	23996	1500	5561	926	1198	2735	7264	9999	43180	79.1205
Chirir Bandar	62380	28038	1481	6479	534	689	3882	8427	12309	49530	79.4004
Parbatipur	80962	33352	4214	10358	898	1216	7174	9019	16193	66231	81.8050
Nawabganj	48288	21487	1424	6346	874	440	3572	2920	6492	37063	76.7541
Birampur	35656	15379	1327	2709	1227	529	4504	2682	7186	28357	79.5294

 
